2025-09-15 21:16:08,548 INFO    MainThread:35660 [wandb_setup.py:_flush():81] Current SDK version is 0.21.4
2025-09-15 21:16:08,549 INFO    MainThread:35660 [wandb_setup.py:_flush():81] Configure stats pid to 35660
2025-09-15 21:16:08,549 INFO    MainThread:35660 [wandb_setup.py:_flush():81] Loading settings from C:\Users\charl\.config\wandb\settings
2025-09-15 21:16:08,549 INFO    MainThread:35660 [wandb_setup.py:_flush():81] Loading settings from C:\Users\charl\PycharmProjects\pythonProject10\wandb\settings
2025-09-15 21:16:08,549 INFO    MainThread:35660 [wandb_setup.py:_flush():81] Loading settings from environment variables
2025-09-15 21:16:08,549 INFO    MainThread:35660 [wandb_init.py:setup_run_log_directory():686] Logging user logs to C:\Users\charl\PycharmProjects\pythonProject10\wandb\run-20250915_211608-ey4jp68w\logs\debug.log
2025-09-15 21:16:08,549 INFO    MainThread:35660 [wandb_init.py:setup_run_log_directory():687] Logging internal logs to C:\Users\charl\PycharmProjects\pythonProject10\wandb\run-20250915_211608-ey4jp68w\logs\debug-internal.log
2025-09-15 21:16:08,549 INFO    MainThread:35660 [wandb_init.py:init():813] calling init triggers
2025-09-15 21:16:08,549 INFO    MainThread:35660 [wandb_init.py:init():818] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-09-15 21:16:08,549 INFO    MainThread:35660 [wandb_init.py:init():854] starting backend
2025-09-15 21:16:10,774 INFO    MainThread:35660 [wandb_init.py:init():857] sending inform_init request
2025-09-15 21:16:10,784 INFO    MainThread:35660 [wandb_init.py:init():865] backend started and connected
2025-09-15 21:16:10,785 INFO    MainThread:35660 [wandb_init.py:init():936] updated telemetry
2025-09-15 21:16:10,787 INFO    MainThread:35660 [wandb_init.py:init():960] communicating run to backend with 90.0 second timeout
2025-09-15 21:16:11,374 INFO    MainThread:35660 [wandb_init.py:init():1011] starting run threads in backend
2025-09-15 21:16:11,531 INFO    MainThread:35660 [wandb_run.py:_console_start():2506] atexit reg
2025-09-15 21:16:11,531 INFO    MainThread:35660 [wandb_run.py:_redirect():2354] redirect: wrap_raw
2025-09-15 21:16:11,531 INFO    MainThread:35660 [wandb_run.py:_redirect():2423] Wrapping output streams.
2025-09-15 21:16:11,531 INFO    MainThread:35660 [wandb_run.py:_redirect():2446] Redirects installed.
2025-09-15 21:16:11,535 INFO    MainThread:35660 [wandb_init.py:init():1049] run started, returning control to user process
